iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,tests_per_case,positive_rate,tests_units,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
ATG,North America,Antigua and Barbuda,2020-04-25,24.0,0.0,0.143,3.0,0.0,0.143,245.078,0.0,1.459,30.635,0.0,1.459,,,,,,,,,,,97928.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.78
ATG,North America,Antigua and Barbuda,2020-04-26,24.0,0.0,0.143,3.0,0.0,0.143,245.078,0.0,1.459,30.635,0.0,1.459,,,,,,,,,,,97928.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.78
ATG,North America,Antigua and Barbuda,2020-04-27,24.0,0.0,0.143,3.0,0.0,0.143,245.078,0.0,1.459,30.635,0.0,1.459,,,,,,,,,,,97928.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.78
ATG,North America,Antigua and Barbuda,2020-04-28,24.0,0.0,0.143,3.0,0.0,0.0,245.078,0.0,1.459,30.635,0.0,0.0,,,,,,,,,,,97928.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.78
ATG,North America,Antigua and Barbuda,2020-04-29,24.0,0.0,0.0,3.0,0.0,0.0,245.078,0.0,0.0,30.635,0.0,0.0,,,,,,,,,,,97928.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.78
ATG,North America,Antigua and Barbuda,2020-04-30,24.0,0.0,0.0,3.0,0.0,0.0,245.078,0.0,0.0,30.635,0.0,0.0,,,,,,,,,,,97928.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.78
ATG,North America,Antigua and Barbuda,2020-05-01,24.0,0.0,0.0,3.0,0.0,0.0,245.078,0.0,0.0,30.635,0.0,0.0,,,,,,,,,,,97928.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.78
ATG,North America,Antigua and Barbuda,2020-05-02,25.0,1.0,0.143,3.0,0.0,0.0,255.29,10.212,1.459,30.635,0.0,0.0,,,,,,,,,,,97928.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.78
ATG,North America,Antigua and Barbuda,2020-05-03,25.0,0.0,0.143,3.0,0.0,0.0,255.29,0.0,1.459,30.635,0.0,0.0,,,,,,,,,,,97928.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.78
ATG,North America,Antigua and Barbuda,2020-05-04,25.0,0.0,0.143,3.0,0.0,0.0,255.29,0.0,1.459,30.635,0.0,0.0,,,,,,,,,,,97928.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.78
ATG,North America,Antigua and Barbuda,2020-05-05,25.0,0.0,0.143,3.0,0.0,0.0,255.29,0.0,1.459,30.635,0.0,0.0,,,,,,,,,,,97928.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.78
ATG,North America,Antigua and Barbuda,2020-05-06,25.0,0.0,0.143,3.0,0.0,0.0,255.29,0.0,1.459,30.635,0.0,0.0,,,,,,,,,,,97928.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.78
ATG,North America,Antigua and Barbuda,2020-05-07,25.0,0.0,0.143,3.0,0.0,0.0,255.29,0.0,1.459,30.635,0.0,0.0,,,,,,,,,,,97928.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.78
ATG,North America,Antigua and Barbuda,2020-05-08,25.0,0.0,0.143,3.0,0.0,0.0,255.29,0.0,1.459,30.635,0.0,0.0,,,,,,,,,,,97928.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.78
ATG,North America,Antigua and Barbuda,2020-05-09,25.0,0.0,0.0,3.0,0.0,0.0,255.29,0.0,0.0,30.635,0.0,0.0,,,,,,,,,,,97928.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.78
ATG,North America,Antigua and Barbuda,2020-05-10,25.0,0.0,0.0,3.0,0.0,0.0,255.29,0.0,0.0,30.635,0.0,0.0,,,,,,,,,,,97928.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.78
ATG,North America,Antigua and Barbuda,2020-05-11,25.0,0.0,0.0,3.0,0.0,0.0,255.29,0.0,0.0,30.635,0.0,0.0,,,,,,,,,,,97928.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.78
ATG,North America,Antigua and Barbuda,2020-05-12,25.0,0.0,0.0,3.0,0.0,0.0,255.29,0.0,0.0,30.635,0.0,0.0,,,,,,,,,,,97928.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.78
ATG,North America,Antigua and Barbuda,2020-05-13,25.0,0.0,0.0,3.0,0.0,0.0,255.29,0.0,0.0,30.635,0.0,0.0,,,,,,,,,,,97928.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.78
ATG,North America,Antigua and Barbuda,2020-05-14,25.0,0.0,0.0,3.0,0.0,0.0,255.29,0.0,0.0,30.635,0.0,0.0,,,,,,,,,,,97928.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.78
ATG,North America,Antigua and Barbuda,2020-05-15,25.0,0.0,0.0,3.0,0.0,0.0,255.29,0.0,0.0,30.635,0.0,0.0,,,,,,,,,,,97928.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.78
ATG,North America,Antigua and Barbuda,2020-05-16,25.0,0.0,0.0,3.0,0.0,0.0,255.29,0.0,0.0,30.635,0.0,0.0,,,,,,,,,,,97928.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.78
ATG,North America,Antigua and Barbuda,2020-05-17,25.0,0.0,0.0,3.0,0.0,0.0,255.29,0.0,0.0,30.635,0.0,0.0,,,,,,,,,,,97928.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.78
ATG,North America,Antigua and Barbuda,2020-05-18,25.0,0.0,0.0,3.0,0.0,0.0,255.29,0.0,0.0,30.635,0.0,0.0,,,,,,,,,,,97928.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.78
ATG,North America,Antigua and Barbuda,2020-05-19,25.0,0.0,0.0,3.0,0.0,0.0,255.29,0.0,0.0,30.635,0.0,0.0,,,,,,,,,,,97928.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.78
ATG,North America,Antigua and Barbuda,2020-05-20,25.0,0.0,0.0,3.0,0.0,0.0,255.29,0.0,0.0,30.635,0.0,0.0,,,,,,,,,,,97928.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.78
ATG,North America,Antigua and Barbuda,2020-05-21,25.0,0.0,0.0,3.0,0.0,0.0,255.29,0.0,0.0,30.635,0.0,0.0,,,,,,,,,,,97928.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.78
ATG,North America,Antigua and Barbuda,2020-05-22,25.0,0.0,0.0,3.0,0.0,0.0,255.29,0.0,0.0,30.635,0.0,0.0,,,,,,,,,,,97928.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.78
ATG,North America,Antigua and Barbuda,2020-05-23,25.0,0.0,0.0,3.0,0.0,0.0,255.29,0.0,0.0,30.635,0.0,0.0,,,,,,,,,,,97928.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.78
ATG,North America,Antigua and Barbuda,2020-05-24,25.0,0.0,0.0,3.0,0.0,0.0,255.29,0.0,0.0,30.635,0.0,0.0,,,,,,,,,,,97928.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.78
ATG,North America,Antigua and Barbuda,2020-05-25,25.0,0.0,0.0,3.0,0.0,0.0,255.29,0.0,0.0,30.635,0.0,0.0,,,,,,,,,,,97928.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.78
ATG,North America,Antigua and Barbuda,2020-05-26,25.0,0.0,0.0,3.0,0.0,0.0,255.29,0.0,0.0,30.635,0.0,0.0,,,,,,,,,,,97928.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.78
ATG,North America,Antigua and Barbuda,2020-05-27,25.0,0.0,0.0,3.0,0.0,0.0,255.29,0.0,0.0,30.635,0.0,0.0,,,,,,,,,,,97928.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.78
ATG,North America,Antigua and Barbuda,2020-05-28,25.0,0.0,0.0,3.0,0.0,0.0,255.29,0.0,0.0,30.635,0.0,0.0,,,,,,,,,,,97928.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.78
ATG,North America,Antigua and Barbuda,2020-05-29,25.0,0.0,0.0,3.0,0.0,0.0,255.29,0.0,0.0,30.635,0.0,0.0,,,,,,,,,,,97928.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.78
ATG,North America,Antigua and Barbuda,2020-05-30,25.0,0.0,0.0,3.0,0.0,0.0,255.29,0.0,0.0,30.635,0.0,0.0,,,,,,,,,,,97928.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.78
ATG,North America,Antigua and Barbuda,2020-05-31,25.0,0.0,0.0,3.0,0.0,0.0,255.29,0.0,0.0,30.635,0.0,0.0,,,,,,,,,,,97928.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.78
ATG,North America,Antigua and Barbuda,2020-06-01,25.0,0.0,0.0,3.0,0.0,0.0,255.29,0.0,0.0,30.635,0.0,0.0,,,,,,,,,,,97928.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.78
ATG,North America,Antigua and Barbuda,2020-06-02,25.0,0.0,0.0,3.0,0.0,0.0,255.29,0.0,0.0,30.635,0.0,0.0,,,,,,,,,,,97928.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.78
ATG,North America,Antigua and Barbuda,2020-06-03,25.0,0.0,0.0,3.0,0.0,0.0,255.29,0.0,0.0,30.635,0.0,0.0,,,,,,,,,,,97928.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.78
ATG,North America,Antigua and Barbuda,2020-06-04,26.0,1.0,0.143,3.0,0.0,0.0,265.501,10.212,1.459,30.635,0.0,0.0,,,,,,,,,,,97928.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.78
ATG,North America,Antigua and Barbuda,2020-06-05,26.0,0.0,0.143,3.0,0.0,0.0,265.501,0.0,1.459,30.635,0.0,0.0,,,,,,,,,,,97928.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.78
ATG,North America,Antigua and Barbuda,2020-06-06,26.0,0.0,0.143,3.0,0.0,0.0,265.501,0.0,1.459,30.635,0.0,0.0,,,,,,,,,,,97928.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.78
ATG,North America,Antigua and Barbuda,2020-06-07,26.0,0.0,0.143,3.0,0.0,0.0,265.501,0.0,1.459,30.635,0.0,0.0,,,,,,,,,,,97928.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.78
ATG,North America,Antigua and Barbuda,2020-06-08,26.0,0.0,0.143,3.0,0.0,0.0,265.501,0.0,1.459,30.635,0.0,0.0,,,,,,,,,,,97928.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.78
ATG,North America,Antigua and Barbuda,2020-06-09,26.0,0.0,0.143,3.0,0.0,0.0,265.501,0.0,1.459,30.635,0.0,0.0,,,,,,,,,,,97928.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.78
ATG,North America,Antigua and Barbuda,2020-06-10,26.0,0.0,0.143,3.0,0.0,0.0,265.501,0.0,1.459,30.635,0.0,0.0,,,,,,,,,,,97928.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.78
ATG,North America,Antigua and Barbuda,2020-06-11,26.0,0.0,0.0,3.0,0.0,0.0,265.501,0.0,0.0,30.635,0.0,0.0,,,,,,,,,,,97928.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.78
ATG,North America,Antigua and Barbuda,2020-06-12,26.0,0.0,0.0,3.0,0.0,0.0,265.501,0.0,0.0,30.635,0.0,0.0,,,,,,,,,,,97928.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.78
ATG,North America,Antigua and Barbuda,2020-06-13,26.0,0.0,0.0,3.0,0.0,0.0,265.501,0.0,0.0,30.635,0.0,0.0,,,,,,,,,,,97928.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.78
ATG,North America,Antigua and Barbuda,2020-06-14,26.0,0.0,0.0,3.0,0.0,0.0,265.501,0.0,0.0,30.635,0.0,0.0,,,,,,,,,,,97928.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.78
ATG,North America,Antigua and Barbuda,2020-06-15,26.0,0.0,0.0,3.0,0.0,0.0,265.501,0.0,0.0,30.635,0.0,0.0,,,,,,,,,,,97928.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.78
ATG,North America,Antigua and Barbuda,2020-06-16,26.0,0.0,0.0,3.0,0.0,0.0,265.501,0.0,0.0,30.635,0.0,0.0,,,,,,,,,,,97928.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.78
ATG,North America,Antigua and Barbuda,2020-06-17,26.0,0.0,0.0,3.0,0.0,0.0,265.501,0.0,0.0,30.635,0.0,0.0,,,,,,,,,,,97928.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.78
ATG,North America,Antigua and Barbuda,2020-06-18,26.0,0.0,0.0,3.0,0.0,0.0,265.501,0.0,0.0,30.635,0.0,0.0,,,,,,,,,,,97928.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.78
ATG,North America,Antigua and Barbuda,2020-06-19,26.0,0.0,0.0,3.0,0.0,0.0,265.501,0.0,0.0,30.635,0.0,0.0,,,,,,,,,,,97928.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.78
ATG,North America,Antigua and Barbuda,2020-06-20,26.0,0.0,0.0,3.0,0.0,0.0,265.501,0.0,0.0,30.635,0.0,0.0,,,,,,,,,,,97928.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.78
ATG,North America,Antigua and Barbuda,2020-06-21,26.0,0.0,0.0,3.0,0.0,0.0,265.501,0.0,0.0,30.635,0.0,0.0,,,,,,,,,,,97928.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.78
ATG,North America,Antigua and Barbuda,2020-06-22,26.0,0.0,0.0,3.0,0.0,0.0,265.501,0.0,0.0,30.635,0.0,0.0,,,,,,,,,,,97928.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.78
ATG,North America,Antigua and Barbuda,2020-06-23,26.0,0.0,0.0,3.0,0.0,0.0,265.501,0.0,0.0,30.635,0.0,0.0,,,,,,,,,,,97928.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.78
ATG,North America,Antigua and Barbuda,2020-06-24,26.0,0.0,0.0,3.0,0.0,0.0,265.501,0.0,0.0,30.635,0.0,0.0,,,,,,,,,,,97928.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.78
ATG,North America,Antigua and Barbuda,2020-06-25,65.0,39.0,5.571,3.0,0.0,0.0,663.753,398.252,56.893,30.635,0.0,0.0,,,,,,,,,,,97928.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.78
ATG,North America,Antigua and Barbuda,2020-06-26,65.0,0.0,5.571,3.0,0.0,0.0,663.753,0.0,56.893,30.635,0.0,0.0,,,,,,,,,,,97928.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.78
ATG,North America,Antigua and Barbuda,2020-06-27,65.0,0.0,5.571,3.0,0.0,0.0,663.753,0.0,56.893,30.635,0.0,0.0,,,,,,,,,,,97928.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.78
ATG,North America,Antigua and Barbuda,2020-06-28,65.0,0.0,5.571,3.0,0.0,0.0,663.753,0.0,56.893,30.635,0.0,0.0,,,,,,,,,,,97928.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.78
ATG,North America,Antigua and Barbuda,2020-06-29,65.0,0.0,5.571,3.0,0.0,0.0,663.753,0.0,56.893,30.635,0.0,0.0,,,,,,,,,,,97928.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.78
ATG,North America,Antigua and Barbuda,2020-06-30,66.0,1.0,5.714,3.0,0.0,0.0,673.965,10.212,58.352,30.635,0.0,0.0,,,,,,,,,,,97928.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.78
ATG,North America,Antigua and Barbuda,2020-07-01,66.0,0.0,5.714,3.0,0.0,0.0,673.965,0.0,58.352,30.635,0.0,0.0,,,,,,,,,,,97928.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.78
ATG,North America,Antigua and Barbuda,2020-07-02,66.0,0.0,0.143,3.0,0.0,0.0,673.965,0.0,1.459,30.635,0.0,0.0,,,,,,,,,,,97928.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.78
ATG,North America,Antigua and Barbuda,2020-07-03,68.0,2.0,0.429,3.0,0.0,0.0,694.388,20.423,4.376,30.635,0.0,0.0,,,,,,,,,,,97928.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.78
ATG,North America,Antigua and Barbuda,2020-07-04,68.0,0.0,0.429,3.0,0.0,0.0,694.388,0.0,4.376,30.635,0.0,0.0,,,,,,,,,,,97928.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.78
ATG,North America,Antigua and Barbuda,2020-07-05,68.0,0.0,0.429,3.0,0.0,0.0,694.388,0.0,4.376,30.635,0.0,0.0,,,,,,,,,,,97928.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.78
ATG,North America,Antigua and Barbuda,2020-07-06,68.0,0.0,0.429,3.0,0.0,0.0,694.388,0.0,4.376,30.635,0.0,0.0,,,,,,,,,,,97928.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.78
ATG,North America,Antigua and Barbuda,2020-07-07,70.0,2.0,0.571,3.0,0.0,0.0,714.811,20.423,5.835,30.635,0.0,0.0,,,,,,,,,,,97928.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.78
ATG,North America,Antigua and Barbuda,2020-07-08,70.0,0.0,0.571,3.0,0.0,0.0,714.811,0.0,5.835,30.635,0.0,0.0,,,,,,,,,,,97928.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.78
ATG,North America,Antigua and Barbuda,2020-07-09,73.0,3.0,1.0,3.0,0.0,0.0,745.446,30.635,10.212,30.635,0.0,0.0,,,,,,,,,,,97928.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.78
ATG,North America,Antigua and Barbuda,2020-07-10,73.0,0.0,0.714,3.0,0.0,0.0,745.446,0.0,7.294,30.635,0.0,0.0,,,,,,,,,,,97928.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.78
ATG,North America,Antigua and Barbuda,2020-07-11,74.0,1.0,0.857,3.0,0.0,0.0,755.657,10.212,8.753,30.635,0.0,0.0,,,,,,,,,,,97928.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.78
ATG,North America,Antigua and Barbuda,2020-07-12,74.0,0.0,0.857,3.0,0.0,0.0,755.657,0.0,8.753,30.635,0.0,0.0,,,,,,,,,,,97928.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.78
ATG,North America,Antigua and Barbuda,2020-07-13,74.0,0.0,0.857,3.0,0.0,0.0,755.657,0.0,8.753,30.635,0.0,0.0,,,,,,,,,,,97928.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.78
ATG,North America,Antigua and Barbuda,2020-07-14,74.0,0.0,0.571,3.0,0.0,0.0,755.657,0.0,5.835,30.635,0.0,0.0,,,,,,,,,,,97928.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.78
ATG,North America,Antigua and Barbuda,2020-07-15,74.0,0.0,0.571,3.0,0.0,0.0,755.657,0.0,5.835,30.635,0.0,0.0,,,,,,,,,,,97928.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.78
ATG,North America,Antigua and Barbuda,2020-07-16,74.0,0.0,0.143,3.0,0.0,0.0,755.657,0.0,1.459,30.635,0.0,0.0,,,,,,,,,,,97928.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.78
ATG,North America,Antigua and Barbuda,2020-07-17,74.0,0.0,0.143,3.0,0.0,0.0,755.657,0.0,1.459,30.635,0.0,0.0,,,,,,,,,,,97928.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.78
ATG,North America,Antigua and Barbuda,2020-07-18,76.0,2.0,0.286,3.0,0.0,0.0,776.08,20.423,2.918,30.635,0.0,0.0,,,,,,,,,,,97928.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.78
ATG,North America,Antigua and Barbuda,2020-07-19,76.0,0.0,0.286,3.0,0.0,0.0,776.08,0.0,2.918,30.635,0.0,0.0,,,,,,,,,,,97928.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.78
ATG,North America,Antigua and Barbuda,2020-07-20,76.0,0.0,0.286,3.0,0.0,0.0,776.08,0.0,2.918,30.635,0.0,0.0,,,,,,,,,,,97928.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.78
ATG,North America,Antigua and Barbuda,2020-07-21,76.0,0.0,0.286,3.0,0.0,0.0,776.08,0.0,2.918,30.635,0.0,0.0,,,,,,,,,,,97928.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.78
ATG,North America,Antigua and Barbuda,2020-07-22,76.0,0.0,0.286,3.0,0.0,0.0,776.08,0.0,2.918,30.635,0.0,0.0,,,,,,,,,,,97928.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.78
ATG,North America,Antigua and Barbuda,2020-07-23,76.0,0.0,0.286,3.0,0.0,0.0,776.08,0.0,2.918,30.635,0.0,0.0,,,,,,,,,,,97928.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.78
ATG,North America,Antigua and Barbuda,2020-07-24,76.0,0.0,0.286,3.0,0.0,0.0,776.08,0.0,2.918,30.635,0.0,0.0,,,,,,,,,,,97928.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.78
ATG,North America,Antigua and Barbuda,2020-07-25,82.0,6.0,0.857,3.0,0.0,0.0,837.35,61.27,8.753,30.635,0.0,0.0,,,,,,,,,,,97928.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.78
ATG,North America,Antigua and Barbuda,2020-07-26,82.0,0.0,0.857,3.0,0.0,0.0,837.35,0.0,8.753,30.635,0.0,0.0,,,,,,,,,,,97928.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.78
ATG,North America,Antigua and Barbuda,2020-07-27,82.0,0.0,0.857,3.0,0.0,0.0,837.35,0.0,8.753,30.635,0.0,0.0,,,,,,,,,,,97928.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.78
ATG,North America,Antigua and Barbuda,2020-07-28,86.0,4.0,1.429,3.0,0.0,0.0,878.196,40.846,14.588,30.635,0.0,0.0,,,,,,,,,,,97928.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.78
ATG,North America,Antigua and Barbuda,2020-07-29,86.0,0.0,1.429,3.0,0.0,0.0,878.196,0.0,14.588,30.635,0.0,0.0,,,,,,,,,,,97928.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.78
ATG,North America,Antigua and Barbuda,2020-07-30,91.0,5.0,2.143,3.0,0.0,0.0,929.254,51.058,21.882,30.635,0.0,0.0,,,,,,,,,,,97928.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.78
ATG,North America,Antigua and Barbuda,2020-07-31,91.0,0.0,2.143,3.0,0.0,0.0,929.254,0.0,21.882,30.635,0.0,0.0,,,,,,,,,,,97928.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.78
ATG,North America,Antigua and Barbuda,2020-08-01,91.0,0.0,1.286,3.0,0.0,0.0,929.254,0.0,13.129,30.635,0.0,0.0,,,,,,,,,,,97928.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.78
ATG,North America,Antigua and Barbuda,2020-08-02,91.0,0.0,1.286,3.0,0.0,0.0,929.254,0.0,13.129,30.635,0.0,0.0,,,,,,,,,,,97928.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.78
ATG,North America,Antigua and Barbuda,2020-08-03,91.0,0.0,1.286,3.0,0.0,0.0,929.254,0.0,13.129,30.635,0.0,0.0,,,,,,,,,,,97928.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.78
ATG,North America,Antigua and Barbuda,2020-08-04,92.0,1.0,0.857,3.0,0.0,0.0,939.466,10.212,8.753,30.635,0.0,0.0,,,,,,,,,,,97928.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.78
